Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verfied,User Since,Location,Bio,Profile Image
3/9/16,@eerjournal,Follow the Editor,Requests for Nominations: National Environmental Education Advisory Council (US) #NEEAC #enviroed #EPA due 15 April https://t.co/5kikajOc33,7.08E+17,Twitter Web Client,261,390,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/13/16,@eerjournal,Follow the Editor,#EPA Announces Application Period for the Presidential Innovation Award for Environmental Educators #enviroed 16 May https://t.co/7FmiutoPMR,7.09E+17,Twitter for iPhone,261,390,1,1,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/17/16,@eerjournal,Follow the Editor,Interested in the #spiritual aspects of environmental education? Read a new #OA article from @eerjournal #enviroed https://t.co/TMIFeu20uw,7.11E+17,Twitter for iPhone,261,390,1,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/17/16,@eerjournal,Follow the Editor,"#newEERthesis_summary on #aesthetics & creation of ethical values in #enviroed, Val Jared, https://t.co/6sjOEIBzGL https://t.co/ZxLbqn6SBk",7.11E+17,Hootsuite,261,390,1,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/23/16,@eerjournal,Follow the Editor,"A reminder of the work of Congressman John #Sarbanes, supporting #enviroed in the USA e.g. #ESSA #D-Md https://t.co/0BnjOA6XVO",7.13E+17,Hootsuite,260,390,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/23/16,@eerjournal,Follow the Editor,"""So we are really slackers ... when it comes to environmental awareness” #enviroed winner #USEE #Utah #CacheValley https://t.co/x3BgvK20OJ",7.13E+17,Twitter Web Client,260,390,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/9/16,@eerjournal,Follow the Editor,"Interested in ""Toward a Conservative Philosophy of Environmental Education""? Ask @doctormorrison presenter on this at #AERA2016 #enviroed",7.19E+17,Twitter Web Client,263,391,0,1,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/20/16,@eerjournal,Follow the Editor,"Huffpost essay on ""Teaching Environmental Education in the Classroom"" #enviroed #creativity #professionaldevelopment https://t.co/vt7rEmIXYO",7.23E+17,Twitter for iPhone,266,391,1,2,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/21/16,@eerjournal,Follow the Editor,#Ontario #EcoSchools featured in 2015 Minister's Award for Environmental Excellence #enviroed #certification #K-12 https://t.co/0F3bAwBDwf,7.23E+17,Hootsuite,266,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/21/16,@eerjournal,Follow the Editor,Press release on how schools are working to protect ecosystems through #enviroed in #Alameda CA #CelebrateEarthDay https://t.co/ffK6bM04f6,7.23E+17,Twitter Web Client,266,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/24/16,@eerjournal,Follow the Editor,"Paul Fleischman Op-Ed ""Earth Day education far from finished"" #enviroed challenges economic taboos #criticalthinking https://t.co/ZPOXL7uQq5",7.24E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/24/16,@eerjournal,Follow the Editor,"News item on ""What you learn at forest school"" #enviroed #Ireland #forestschools #outdoors #NatureDeficitDisorder https://t.co/jMgRmPux21",7.24E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/26/16,@eerjournal,Follow the Editor,"Press release on doing #enviroed in a Virtual University in #Pakistan, with #WWF-Pakistan #vitual #youth #research https://t.co/w4GTG72bLt",7.25E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/27/16,@eerjournal,Follow the Editor,New special issue of #BJST focused on education for sustainable development #Brazil #enviroed #ESD #greenschools - https://t.co/k8CF3mJGXV,7.25E+17,Twitter Web Client,269,391,0,1,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/28/16,@eerjournal,Follow the Editor,"Event details for talk at #Stanford ""#Eco-Tourism, African #Oil Palms, & Environmental Education"" https://t.co/dKiXL3kr6u #enviroed #palmoil",7.26E+17,Twitter Web Client,267,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/28/16,@eerjournal,Follow the Editor,Announcement: the 2016 Education Ministerial for Sustainability #usgbc #greenschools #standards #enviroed https://t.co/VEv99LzZpI,7.26E+17,Twitter for iPhone,267,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/29/16,@eerjournal,Follow the Editor,"Update on work of ""#Neighborhood Environmental Education Project"" #enviroed #urbanarchitect https://t.co/j9SuQrQEQJ https://t.co/Ya8yXqnuj3",7.26E+17,Twitter Web Client,266,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/29/16,@eerjournal,Follow the Editor,News item on emerging leaders in #Sonoma County's #Latino community #enviroed #art #environmentaljustice #Raizes https://t.co/81YuFLJtY0,7.26E+17,Twitter Web Client,266,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
4/30/16,@eerjournal,Follow the Editor,"""How can #outdoor learning boost pupil development and wellbeing?"" Live chat May 4th 5-30-7.30pm GMT https://t.co/ow9XTyWai1 #enviroed",7.26E+17,Twitter Web Client,266,391,0,1,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/3/16,@eerjournal,Follow the Editor,news item on the success of a program to curb school food waste in #Japan using #enviroed #foodwaste https://t.co/SWg2RoVUKk,7.27E+17,Twitter Web Client,267,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/4/16,@eerjournal,Follow the Editor,job posting - writer contract with Alberta Council for #enviroed on #climatechange #climateleadership #schools #ACEE https://t.co/RYB7Viu9u7,7.28E+17,Twitter Web Client,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/4/16,@eerjournal,Follow the Editor,employment opportunity #SierraClubBC Education Program Coordinator #enviroed #curriculum #BritishColumbia https://t.co/67ZLHWTSQz,7.28E+17,Twitter Web Client,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/4/16,@eerjournal,Follow the Editor,Press release on 5 new board members of North American Association for Environmental Education #naaee #enviroed https://t.co/74VLdQRfds,7.28E+17,Twitter Web Client,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/4/16,@eerjournal,Follow the Editor,"Press story on ""Environmentalists speak out on worsening pollution"" #enviroed #Malaysia #awareness-to-action #ecomy https://t.co/C308bGetCP",7.28E+17,Twitter Web Client,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/12/16,@eerjournal,Follow the Editor,"Huffpost piece on ""Enhancing Student Academic Progress Through Interdisciplinary Environmental Education"" #enviroed https://t.co/SQLUD8jIsA",7.31E+17,Twitter Web Client,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/13/16,@eerjournal,Follow the Editor,"Opinion piece on ""most esteemed providers"" of #enviroed in UK unis; or where to study environmental science? #eauc https://t.co/bBSyQqe0vi",7.31E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/13/16,@eerjournal,Follow the Editor,"#Unstoppable Bill Nye: ""In science education or #enviroed, you can't get discouraged or give up"" #ScienceGuy #STEM https://t.co/cXQaXtFdgR",7.31E+17,Twitter Web Client,268,391,0,1,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/15/16,@eerjournal,Follow the Editor,News item on linking #HumaneEducation with #enviroed in California #Resolution28 #NCLI #activism #animals https://t.co/mvsReSpNG4,7.32E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/21/16,@eerjournal,Follow the Editor,"News item on ""Oregon school board bans books that question climate change"" #enviroed #climate #Portland #Portlandia https://t.co/O1RZoO5OH8",7.34E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/23/16,@eerjournal,Follow the Editor,"OpEd on moving ""environmental consciousness to environmental hegemony"" #enviroed #Zimbabwe #greenmedia #ecolobby https://t.co/NafenqaNem",7.35E+17,Twitter Web Client,268,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/25/16,@eerjournal,Follow the Editor,"Summary of ""Ten years of Education for Sustainable Development in Estonia"" #ESD #UNDESD #enviroed - https://t.co/VjzN9lXRgQ",7.35E+17,Twitter for iPhone,269,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
5/27/16,@eerjournal,Follow the Editor,"PR summary of ""More Than 400,000 Nationwide Celebrate #Samsung & NEEF’s National #EnviroEd Week"" #NEEF https://t.co/pOPi1tmmST",7.36E+17,Twitter for iPhone,270,391,0,0,No,3/4/14,,pooling news | views | ideas | inspirations from the wider world ~ for those involved with Environmental Education Research [tweet/retweet/follow≠endorsement],View
3/11/16,@ehardenScience,Liz Harden,RT @OfficialNGSS: Check out 10 things to know about #NGSS this month. https://t.co/iU2sZNfATh #NGSSNow #NGSSChat #science #STEM #biochat #e…,7.08E+17,Twitter for iPhone,178,308,20,0,No,6/9/14,"Houston, TX",I have no special talents. I am only passionately curious. -Albert Einstein *Horn Elementary Science Specialist in Alief ISD,View
4/25/16,@EHordyskiLuong,Erin Luong,"RT @PaulKelba: Our #edcampyyc q on #enviroed design: ""How do you org an experience outside the classroom that can't be cancelled?"" https://…",7.25E+17,Twitter for iPhone,1097,1623,4,0,No,10/11/11,"Calgary, AB",Canadian Certified Counsellor; Calgary Regional President ATA Council of School Cousellors; #cscchat #SCCrowd https://t.co/JogF6g0O6h Views shared my own,View
3/9/16,@eIncBoston,e inc.,Did you miss Dr Ricky Stern's Charlestown and Beyond interview? Don't worry we have it here for you https://t.co/5jiHODFXYd #enviroed,7.08E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/9/16,@eIncBoston,e inc.,"We hope everyone is enjoying the beautiful weather today, get outside and experience the natural world all around us! #enviroed #Boston",7.08E+17,Hootsuite,331,533,0,2,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/10/16,@eIncBoston,e inc.,"Our Planet Protectors are excited to help the #environment: ""Let's do something big! Together we will save the world!"" #whyiteach #enviroed",7.08E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/11/16,@eIncBoston,e inc.,Polar bears inspired a group of 2nd graders to take action and save energy - what inspires you? #enviroed #whyIteach https://t.co/r99EYSbO1b,7.08E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/11/16,@eIncBoston,e inc.,What is einc all about? Watch Dr Ricky Stern's interview from BNN network to find out more https://t.co/fimD4vKekP #enviroed,7.08E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/11/16,@eIncBoston,e inc.,We love learning about the ocean and its creatures! #enviroed #science https://t.co/oWqfT6TiZV,7.08E+17,Twitter for Android,331,533,0,2,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/14/16,@eIncBoston,e inc.,"Do you know how important 🐝's are? They are vital to the world's health! Let's help honeyees, #bringbackthebees with @burtsbees #enviroed",7.09E+17,Hootsuite,331,533,1,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/14/16,@eIncBoston,e inc.,Our #motivationmonday is all about preparing to teach wonderful kids about the #environment #Boston #enviroed https://t.co/0uR03PvciZ,7.10E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/15/16,@eIncBoston,e inc.,RT @RenewBoston A faucet that leaks 1 drop/second = 165 gallons/mnth: more than the ave. person uses in 2 wks! Wow! #savewater #enviroed,7.10E+17,Hootsuite,331,533,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/16/16,@eIncBoston,e inc.,We had so much fun visiting the touch tank with our February camp a few weeks back! The kids LOVED it #enviroed https://t.co/PI8UNOvXgP,7.10E+17,Twitter for Android,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/16/16,@eIncBoston,e inc.,Need a great summer camp for the kids? Try einc! August 15-19 and 22-26 #enviroed #Boston https://t.co/ApmyCJ3jP0,7.10E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/17/16,@eIncBoston,e inc.,"We're excited to start gardens with our students soon, let's hope they grow just as well #enviroed #Boston https://t.co/go1RVF2H0a",7.10E+17,Twitter Web Client,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/17/16,@eIncBoston,e inc.,Love wildflowers? @burtsbees will plant wildflowers if you post to twitter to help the ees (lose the 🐝) #BringBackTheBees #enviroed,7.11E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/17/16,@eIncBoston,e inc.,We know we make an impact when students decide to use their free time to draw pictures of topics you discuss in class! #WhyITeach #enviroed,7.11E+17,Hootsuite,331,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/18/16,@eIncBoston,e inc.,Need a great camp that's fun and educational for the kids? Try einc! August 15-19 and 22-26 #enviroed #Boston https://t.co/XmPIAsKHGH,7.11E+17,Hootsuite,331,533,1,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/21/16,@eIncBoston,e inc.,Today is World Sparrow Day dedicated to learning about these birds that are common in our urban areas! #enviroed,7.12E+17,Hootsuite,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/21/16,@eIncBoston,e inc.,"Flowers are blooming from the #spring snow, we hope our students enjoyed their snowday #Boston #nature #enviroed https://t.co/QnD7gt5xc2",7.12E+17,Twitter for Android,336,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/22/16,@eIncBoston,e inc.,"Make #worldwaterday a day to think about conservation & how EVERYTHING needs #water to survive - remember, less than 3% is fresh! #enviroed",7.12E+17,Hootsuite,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/22/16,@eIncBoston,e inc.,Check out this awesome visual and #ThinkWater on #WorldWaterDay #EnviroEd https://t.co/vFhYtz3rEo,7.12E+17,Twitter Web Client,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/24/16,@eIncBoston,e inc.,#tbt to Dr Stern's interview w/ Charlestown & Beyond talking about einc! Missed it? Watch it here: https://t.co/phfigXsdKM #enviroed,7.13E+17,Hootsuite,333,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/25/16,@eIncBoston,e inc.,"We love these fun facts about porcupines, so interesting #enviroed https://t.co/FSC8QBBAVg",7.13E+17,Twitter for Android,333,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/28/16,@eIncBoston,e inc.,"Citizen science is a great way to contribute to #science & #enviroed on your own, we love seeing people get outside! https://t.co/VkYppnD1jT",7.15E+17,Twitter Web Client,335,533,0,2,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/28/16,@eIncBoston,e inc.,Something we tell our students all the time! #enviroed https://t.co/d3Tje9eXnY,7.15E+17,Twitter Web Client,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/29/16,@eIncBoston,e inc.,Mark your calendars! Come visit with einc April 19th at the Cambridge Science Fest! We'd love to see you and talk with you about #enviroed,7.15E+17,Hootsuite,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/29/16,@eIncBoston,e inc.,#enviroed #science https://t.co/9dpHmM9alN,7.15E+17,Twitter Web Client,336,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/31/16,@eIncBoston,e inc.,"April starts TOMORROW, do you have weekend plans yet? Come to the Cambridge Science Fest, einc will be there on the 16th! #enviroed #science",7.16E+17,Hootsuite,336,533,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
3/31/16,@eIncBoston,e inc.,This sounds like the questions we get from our students all the time! Can't wait for the 16th #enviroed #science https://t.co/BX93ttSA2A,7.16E+17,Twitter Web Client,337,533,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/4/16,@eIncBoston,e inc.,"Get outside this weekend. This is a great opportunity, have some fun and learn about our #wildlife #enviroed https://t.co/Tip81bESWY",7.17E+17,Twitter Web Client,334,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/6/16,@eIncBoston,e inc.,The Gallivan teen green team is working on an anti-plastic bag campaign - they are decorating canvas bags! #enviroed https://t.co/PxmJvje7zL,7.18E+17,Hootsuite,336,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/7/16,@eIncBoston,e inc.,We love knowing we make a difference #enviroed #WhyITeach #science https://t.co/XZvQku5Ugg,7.18E+17,Hootsuite,335,533,0,2,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/7/16,@eIncBoston,e inc.,Check out these amazing photos and get inspired to help save our world! #enviroed #science #oneplanet https://t.co/KMGBt29uvQ,7.18E+17,Twitter Web Client,335,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/7/16,@eIncBoston,e inc.,"This is why we stress recycling so much with our students. If you can't reduce or reuse, recycle it! #enviroed https://t.co/TwfaGCgnbH",7.18E+17,Twitter Web Client,334,532,2,2,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/7/16,@eIncBoston,e inc.,Truly incredible - can you imagine what areas around #Boston would look like untouched by humans? #enviroed #wild https://t.co/WxNVJag47Q,7.18E+17,Twitter Web Client,335,532,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/9/16,@eIncBoston,e inc.,"""Miss Lauren is wonderful..So glad you are with us!"" We love hearing from our schools about how much they love einc &our educators #enviroed",7.19E+17,Hootsuite,335,532,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/11/16,@eIncBoston,e inc.,What a great and artistic project! Awareness can be brought in so many different ways #enviroed #science #wildlife https://t.co/z3TbiXVTmG,7.20E+17,Twitter Web Client,336,532,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/12/16,@eIncBoston,e inc.,"Did you know we don't get more water, our water is the same the dinosaurs drank! #savewater #waterweek #enviroed https://t.co/5jIlMXd6BO",7.20E+17,Hootsuite,339,532,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/18/16,@eIncBoston,e inc.,Fun Cider House party with einc May 7th! Come support #enviroed and #science learning in a fun and delicious way! https://t.co/LGypL9pQ2d,7.22E+17,Hootsuite,336,532,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/22/16,@eIncBoston,e inc.,"What a great way to celebrate #EarthDay today, einc was at @GreenovateBos Awards at Fenway Park #enviroed #science https://t.co/bY7oIUfQmu",7.24E+17,Twitter for Android,340,533,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/22/16,@eIncBoston,e inc.,"Our National Parks are truly something wonderful, we need to keep these unique places thriving! #enviroed #EarthDay https://t.co/he5LgZG1CP",7.24E+17,Twitter Web Client,340,533,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/29/16,@eIncBoston,e inc.,"The numbers are in, our schools are having good returns on energy&recycling #enviroed works! We love that our students are learning #science",7.26E+17,Twitter for Android,341,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
4/29/16,@eIncBoston,e inc.,"Wednesday Dr Stern spoke about #enviroed at the @netimpact workshop, sharing ideas and information on being green in the workplace",7.26E+17,Twitter for Android,342,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/11/16,@eIncBoston,e inc.,Yes it does! We love when our students tell us they grow veggies in their own gardens at home or school #enviroed https://t.co/VdZVEW2fnK,7.31E+17,Twitter Web Client,341,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/13/16,@eIncBoston,e inc.,Teens at the Gallivan community center learn about energy and electricity by building circuits #enviroed #science https://t.co/Y2aj5QUP9g,7.31E+17,Hootsuite,341,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/13/16,@eIncBoston,e inc.,Beware of the vampire energy! https://t.co/OxEhm7wmcD Learn all about energy this summer: https://t.co/IrvgZIJ2IC #enviroed #science #energy,7.31E+17,Hootsuite,341,533,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/16/16,@eIncBoston,e inc.,"Our Charlestown High teen group loved going to @museumofscience today, thanks for a great time! #enviroed #science https://t.co/c3vTCZFE2v",7.32E+17,Twitter Web Client,342,534,1,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/16/16,@eIncBoston,e inc.,Wetlands are incredible! #enviroed #science https://t.co/I0VGkFoXwh,7.32E+17,Twitter Web Client,342,534,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/18/16,@eIncBoston,e inc.,We love seeing what is happening in our local waterways! #enviroed #science https://t.co/KRDWf3LLa1,7.33E+17,Twitter Web Client,343,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/18/16,@eIncBoston,e inc.,"All are great ways to save energy, one of the many things we teach our students #enviroed #science https://t.co/zC3caIvI1N",7.33E+17,Twitter Web Client,343,534,0,1,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/24/16,@eIncBoston,e inc.,Thank you for doing all that you do to help such an amazing animal! #enviroed #science https://t.co/jZCLAMab8I,7.35E+17,Twitter for Android,345,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/24/16,@eIncBoston,e inc.,#enviroed #science,7.35E+17,Twitter Web Client,344,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/24/16,@eIncBoston,e inc.,Check out @NatGeo's amazing turtle photos https://t.co/0X2CCRynO1 in honor of yesterday #WorldTurtleDay #enviroed #science,7.35E+17,Twitter Web Client,344,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
5/26/16,@eIncBoston,e inc.,We're winding down school programs & looking forward to summer! What are you excited to do? There's lots to do in #Boston #enviroed #science,7.36E+17,Hootsuite,344,534,0,0,No,9/28/10,"Boston, MA","#Nonprofit #environment #science organization committed to teaching children, youth and families the science of our planet and their role in #sustainability.",View
